work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1.0,SE,FT,Data Scientist,0.006802329407119826,USD,0.46669573896077043,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.005889320260577745,USD,0.4043176852459607,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.008422715009541356,USD,0.5774027351933608,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.007863394090939,USD,0.5391891527374413,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.008860301375271435,USD,0.607299243820639,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.005839968414818713,USD,0.40094589855867363,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.006991511482529446,USD,0.47962092126203737,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.006353161808251628,USD,0.43600798439087557,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.0064914127788379275,USD,0.4454534828308623,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.0038691847075080603,USD,0.2662992168463455,US,1.0,US,M
1.0,SE,FT,Research Engineer,0.006024544317957491,USD,0.4135563807691271,US,0.0,US,M
1.0,SE,FT,Research Engineer,0.004375863657300783,USD,0.30091622683582553,US,0.0,US,M
1.0,EX,FT,Data Scientist,0.008315786010396788,USD,0.5700971973709056,US,0.0,US,M
1.0,EX,FT,Data Scientist,0.005889320260577745,USD,0.4043176852459607,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.007419227479107718,USD,0.5088430725518581,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.005264196880963348,USD,0.3616083872069918,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.005478054879252484,USD,0.3762194628519022,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.0034381785878791864,USD,0.2368522797773722,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.007633085477396854,USD,0.5234541481967685,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.005593209186023557,USD,0.38408696512223856,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.007600184246890833,USD,0.5212062904052439,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.00643054550240179,USD,0.4412949459165416,US,1.0,US,M
1.0,SE,FT,Applied Scientist,0.009982233335526747,USD,0.6839511945116306,US,0.0,US,L
1.0,SE,FT,Applied Scientist,0.005037178390471803,USD,0.34609816844547153,US,0.0,US,L
1.0,SE,FT,Data Engineer,0.0035862341251562805,USD,0.24696763983923323,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.00248404290320458,USD,0.17166440382315654,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.007600184246890833,USD,0.5212062904052439,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.00643054550240179,USD,0.4412949459165416,US,1.0,US,M
1.0,SE,FT,Computer Vision Engineer,0.009014937158649733,USD,0.617864175440805,US,0.0,US,M
1.0,SE,FT,Computer Vision Engineer,0.006711851023228268,USD,0.4605141300340776,US,0.0,US,M
1.0,SE,FT,Data Architect,0.009018227281700335,USD,0.6180889612199575,US,1.0,US,M
1.0,SE,FT,Data Architect,0.005333289465025991,USD,0.3663288885691936,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.006168980719878923,USD,0.4234244764739204,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.004375863657300783,USD,0.30091622683582553,US,1.0,US,M
1.0,MI,FT,Data Scientist,0.016582220175034544,HKD,0.1347141174460739,HK,0.0,HK,L
1.0,SE,FT,Machine Learning Engineer,0.004737777192867013,USD,0.32564266254259694,PT,1.0,US,M
1.0,MI,FT,Applied Machine Learning Engineer,0.0019411725998552346,EUR,0.14525432263053312,IN,1.0,DE,S
0.6666666666667425,EN,FT,AI Developer,0.00967296176877015,USD,0.6628213312712985,IN,0.5,IN,L
1.0,MI,FT,Machine Learning Engineer,0.0027637033625057573,EUR,0.20555760360376563,NL,1.0,NL,L
1.0,SE,FT,Business Intelligence Engineer,0.0059189313680331635,USD,0.40634075725833285,US,0.0,US,M
1.0,SE,FT,Business Intelligence Engineer,0.00405672172139238,USD,0.2791120062580361,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.007205369480818582,USD,0.49423199690694775,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.005560307955517536,USD,0.3818391073307139,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.005889320260577745,USD,0.4043176852459607,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004408764887806804,USD,0.30316408462735017,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.001283147989734816,EUR,0.09701079870883049,ES,0.0,ES,M
1.0,SE,FT,Data Scientist,0.0009870369151806276,EUR,0.07530098815828516,ES,0.0,ES,M
1.0,SE,FT,Data Scientist,0.003257221820096071,USD,0.22448906192398646,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.002105678752385339,USD,0.14581403922062275,US,0.0,US,M
1.0,EN,FT,Machine Learning Engineer,0.005171941830624465,USD,0.3553053939595566,US,0.0,US,M
1.0,EN,FT,Machine Learning Engineer,0.004602388629334737,USD,0.3163927277304729,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.006942159636770415,USD,0.4762491345747503,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.005889320260577745,USD,0.4043176852459607,US,1.0,US,M
1.0,SE,FT,Data Analyst,0.006474962163584917,USD,0.44432955393509993,US,0.0,US,L
1.0,SE,FT,Data Analyst,0.003234190958741857,USD,0.22291556146991917,US,0.0,US,L
1.0,SE,FT,Data Analyst,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.0019411725998552346,USD,0.13457475026299937,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.005231295650457326,USD,0.3593605294154671,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004155425412910443,USD,0.28585557963261016,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.005697506086727643,USD,0.3912126743213718,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.0029051786536816475,USD,0.2004369835546724,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.004820030269132065,USD,0.33126230702140863,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.0036339409093900108,USD,0.25022703363694404,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.007939066921102848,USD,0.544359225657948,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004204777258669474,USD,0.2892273663198972,US,0.0,US,M
1.0,SE,FT,Research Engineer,0.006481542409686122,USD,0.44477912549340487,US,0.0,US,M
1.0,SE,FT,Research Engineer,0.0041784562742646575,USD,0.28742908008667745,US,0.0,US,M
1.0,EN,FT,Research Scientist,0.007040863328288478,USD,0.48299270794932436,US,0.5,US,L
0.6666666666667425,EN,FT,Machine Learning Engineer,0.0015792590642890042,CHF,0.1155488819155345,CH,1.0,CH,S
1.0,SE,FT,Data Scientist,0.004737777192867013,USD,0.32564266254259694,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.003750740277686385,USD,0.25820692879685664,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.009337369217608738,USD,0.6398931817977468,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.006843455945252352,USD,0.4695055612001763,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.005718891886556557,USD,0.3926737818858628,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.004535763637560045,USD,0.31184081570263544,US,0.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.009120221096269,USD,0.625057320373684,US,1.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.006014344936500625,USD,0.4128595448537544,US,1.0,US,M
1.0,SE,FT,Analytics Engineer,0.009337369217608738,USD,0.6398931817977468,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.006850036191353556,USD,0.4699551327584812,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.0059189313680331635,USD,0.40634075725833285,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.00405672172139238,USD,0.2791120062580361,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.008093702704481147,USD,0.5549241572781141,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004046851352240573,USD,0.27843764892057876,US,0.0,US,M
1.0,MI,FT,Data Analytics Manager,0.0049022833453971175,USD,0.3368819515002203,US,0.0,US,M
1.0,MI,FT,Data Analytics Manager,0.004408764887806804,USD,0.30316408462735017,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.00512601171283806,USD,0.35216738448258816,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.004461406856616437,USD,0.3067606570937897,US,1.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.011064683819174836,USD,0.7579057158527924,US,0.0,US,L
1.0,SE,FT,Machine Learning Engineer,0.005596499309074159,USD,0.384311750901391,US,0.0,US,L
1.0,MI,FT,Data Engineer,0.0030927156675659667,USD,0.21324977296636308,US,1.0,US,M
1.0,MI,FT,Data Engineer,0.002105678752385339,USD,0.14581403922062275,US,1.0,US,M
1.0,EN,FT,Data Engineer,0.002599197209975653,USD,0.17953190609349293,US,0.0,US,M
1.0,EN,FT,Data Engineer,0.0019411725998552346,USD,0.13457475026299937,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.004368756991511482,USD,0.3004306895528562,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.002542278081200237,USD,0.17564311211415523,US,1.0,US,M
1.0,EN,FT,Data Analyst,0.0022701849049154435,USD,0.15705332817824613,US,0.0,US,M
1.0,EN,FT,Data Analyst,0.002105678752385339,USD,0.14581403922062275,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.006530894255445153,USD,0.44815091218069186,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.004372573534250181,USD,0.30069144105667306,US,0.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.010275054287030334,USD,0.7039571288562001,US,1.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.0067842337303415145,USD,0.4654594171754319,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.0029282095150358622,USD,0.2020104840087397,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.0022701849049154435,USD,0.15705332817824613,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.006218332565637954,USD,0.42679626316120745,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.005066789497927222,USD,0.3481212404578437,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.0073698756333486866,USD,0.5054712858645711,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.004514048825426071,USD,0.31035722956022915,US,0.0,US,M
1.0,MI,FT,Data Engineer,0.0030927156675659667,USD,0.21324977296636308,US,1.0,US,M
1.0,MI,FT,Data Engineer,0.002105678752385339,USD,0.14581403922062275,US,1.0,US,M
1.0,MI,FT,Business Data Analyst,0.003257221820096071,USD,0.22448906192398646,US,0.5,US,L
1.0,MI,FT,Applied Data Scientist,0.05573468447719944,INR,0.03492721436471044,IN,1.0,IN,L
1.0,MI,FT,Data Analyst,0.0010528393761926695,GBP,0.0922655709109219,GB,0.0,GB,M
1.0,MI,FT,Data Analyst,0.0009541356846746068,GBP,0.08407212926081445,GB,0.0,GB,M
1.0,SE,FT,Data Engineer,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.0035862341251562805,USD,0.24696763983923323,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.005343159834177798,USD,0.367003245906651,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.0032638020661972756,USD,0.2249386334822914,US,0.0,US,M
1.0,SE,FT,Applied Scientist,0.009982233335526747,USD,0.6839511945116306,US,0.0,US,L
1.0,SE,FT,Applied Scientist,0.005037178390471803,USD,0.34609816844547153,US,0.0,US,L
1.0,SE,FT,Machine Learning Engineer,0.00605382641310785,USD,0.41555697420358406,US,0.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.004737777192867013,USD,0.32564266254259694,US,0.0,US,M
1.0,MI,FT,Data Engineer,0.005149042574192274,USD,0.3537408849366554,US,0.0,US,M
1.0,MI,FT,Data Engineer,0.004079752582746595,USD,0.2806855067121034,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.004737777192867013,USD,0.32564266254259694,US,1.0,US,M
1.0,SE,FT,Analytics Engineer,0.003750740277686385,USD,0.25820692879685664,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.003750740277686385,USD,0.25820692879685664,US,0.0,US,M
1.0,SE,FT,Applied Scientist,0.007113246035401723,USD,0.48793799509067864,US,0.0,US,L
1.0,SE,FT,Applied Scientist,0.00427715996578272,USD,0.2941726534612515,US,0.0,US,L
1.0,SE,FT,Data Analyst,0.001283147989734816,GBP,0.11138809714342232,CF,1.0,CF,M
1.0,SE,FT,Data Analyst,0.0009541356846746068,GBP,0.08407212926081445,CF,1.0,CF,M
1.0,SE,FT,Data Engineer,0.007731789168914916,USD,0.5301977215713426,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.0049022833453971175,USD,0.3368819515002203,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.007040863328288478,USD,0.48299270794932436,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.00605382641310785,USD,0.41555697420358406,US,1.0,US,M
1.0,MI,FT,Data Scientist,0.0016121602947950253,GBP,0.1387040650260302,GB,0.0,GB,M
1.0,MI,FT,Data Scientist,0.001283147989734816,GBP,0.11138809714342232,GB,0.0,GB,M
0.0,EX,FT,Staff Data Analyst,0.0002961110745541883,USD,0.022181860686765514,NG,0.0,CA,M
1.0,MI,FT,ETL Engineer,0.002105678752385339,GBP,0.17968026470773354,GB,1.0,GB,M
1.0,MI,FT,ETL Engineer,0.0013654010659998684,GBP,0.1182170891140743,GB,1.0,GB,M
1.0,EN,FT,Data Analyst,0.002599197209975653,USD,0.17953190609349293,US,1.0,US,M
1.0,EN,FT,Data Analyst,0.0022701849049154435,USD,0.15705332817824613,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.005066789497927222,USD,0.3481212404578437,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004408764887806804,USD,0.30316408462735017,US,0.0,US,M
1.0,MI,FT,Machine Learning Engineer,0.00967296176877015,USD,0.6628213312712985,US,0.0,US,M
1.0,MI,FT,Machine Learning Engineer,0.008027900243469105,USD,0.5504284416950647,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.007304073172336644,USD,0.5009755702815217,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.005922221491083766,USD,0.4065655430374853,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.00605382641310785,USD,0.41555697420358406,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.005395801802987431,USD,0.37059981837309053,US,0.0,US,M
1.0,MI,FT,Research Engineer,0.0073698756333486866,USD,0.5054712858645711,US,0.0,US,M
1.0,MI,FT,Research Engineer,0.006382838718168059,USD,0.43803555211883083,US,0.0,US,M
1.0,SE,FT,Data Architect,0.00572481410804764,USD,0.3930783962883373,US,1.0,US,M
1.0,SE,FT,Data Architect,0.0035862341251562805,USD,0.24696763983923323,US,1.0,US,M
1.0,SE,FT,Data Architect,0.006382838718168059,USD,0.43803555211883083,US,1.0,US,M
1.0,SE,FT,Data Architect,0.0035862341251562805,USD,0.24696763983923323,US,1.0,US,M
1.0,SE,FT,Data DevOps Engineer,0.0014476541422649206,EUR,0.10907055576036039,FR,0.5,FR,S
1.0,EX,FT,Data Engineer,0.007040863328288478,USD,0.48299270794932436,US,0.0,US,M
1.0,EX,FT,Data Engineer,0.006547344870698164,USD,0.4492748410764542,US,0.0,US,M
1.0,MI,FT,Data Engineer,0.00572481410804764,USD,0.3930783962883373,US,0.0,US,M
1.0,MI,FT,Data Engineer,0.004079752582746595,USD,0.2806855067121034,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.006382838718168059,USD,0.43803555211883083,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.004737777192867013,USD,0.32564266254259694,US,1.0,US,M
1.0,SE,FT,Computer Vision Engineer,0.006876357175758373,USD,0.471753418991701,US,0.0,US,M
1.0,SE,FT,Computer Vision Engineer,0.005395801802987431,USD,0.37059981837309053,US,0.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.007945647167204053,USD,0.544808797216253,US,0.0,US,M
1.0,SE,FT,Machine Learning Engineer,0.005468184510100677,USD,0.3755451055144448,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.007172468250312561,USD,0.49198413911542305,CA,0.0,CA,M
1.0,SE,FT,Data Scientist,0.005593209186023557,USD,0.38408696512223856,CA,0.0,CA,M
1.0,SE,FT,Data Analyst,0.003750740277686385,USD,0.25820692879685664,US,1.0,US,M
1.0,SE,FT,Data Analyst,0.0022701849049154435,USD,0.15705332817824613,US,1.0,US,M
1.0,EN,FT,Data Engineer,0.045864315325393167,INR,0.026727029141228414,IN,1.0,IN,L
1.0,SE,FT,Applied Data Scientist,0.0030927156675659667,AUD,0.14203314241527826,AU,1.0,FI,M
1.0,MI,FT,AI Developer,0.0030927156675659667,SGD,0.15709828533407663,FI,0.0,FI,M
1.0,SE,FT,Data Analyst,0.004408764887806804,USD,0.30316408462735017,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.003750740277686385,USD,0.25820692879685664,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004013950121734553,USD,0.27618979112905406,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.00248404290320458,USD,0.17166440382315654,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.0035862341251562805,USD,0.24696763983923323,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.005889320260577745,USD,0.4043176852459607,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.004408764887806804,USD,0.30316408462735017,US,0.0,US,M
1.0,EX,FT,Head of Data,0.010643548068697769,USD,0.7291331361212765,US,0.0,US,M
1.0,EX,FT,Head of Data,0.008672764361387116,USD,0.5944864544089483,US,0.0,US,M
1.0,SE,FT,Data Quality Analyst,0.0030927156675659667,USD,0.21324977296636308,US,0.0,US,M
1.0,SE,FT,Data Quality Analyst,0.0024346910574455484,USD,0.16829261713586952,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.008027900243469105,USD,0.5504284416950647,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.005149042574192274,USD,0.3537408849366554,US,0.0,US,M
1.0,MI,FT,AI Developer,0.006382838718168059,USD,0.43803555211883083,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.0030927156675659667,USD,0.21324977296636308,US,0.0,US,M
1.0,EX,FT,Data Engineer,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,EX,FT,Data Engineer,0.0035862341251562805,USD,0.24696763983923323,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.006497993024939132,USD,0.44590305438916716,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.004803579653879055,USD,0.33013837812564634,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.007665986707902875,USD,0.5257020059882932,US,0.0,US,L
1.0,SE,FT,Data Scientist,0.0038461538461538455,USD,0.2647257163922782,US,0.0,US,L
1.0,SE,FT,Data Scientist,0.007600184246890833,USD,0.5212062904052439,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.004573271040336909,USD,0.31440337358497356,US,0.0,US,M
1.0,SE,FT,Data Science Manager,0.006111897084950977,USD,0.4195244432056251,US,0.0,US,M
1.0,SE,FT,Data Science Manager,0.004219122195170099,USD,0.29020743231700197,US,0.0,US,M
1.0,SE,FT,Analytics Engineer,0.00605382641310785,USD,0.41555697420358406,US,1.0,US,M
1.0,SE,FT,Analytics Engineer,0.0034875304336382178,USD,0.24022406646465919,US,1.0,US,M
0.6666666666667425,SE,FT,Data Scientist,0.002566295979469632,EUR,0.18685093106269726,ES,1.0,GB,L
1.0,EN,FT,Data Engineer,0.002599197209975653,USD,0.17953190609349293,US,0.0,US,M
1.0,EN,FT,Data Engineer,0.0019411725998552346,USD,0.13457475026299937,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.004244258735276699,USD,0.2919247956697268,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.003273672435349082,USD,0.2256129908197488,US,0.0,US,M
1.0,SE,FT,Research Engineer,0.009442653155228005,USD,0.6470863267306258,US,0.0,US,M
1.0,SE,FT,Research Engineer,0.005889320260577745,USD,0.4043176852459607,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.0024346910574455484,USD,0.16829261713586952,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.002105678752385339,USD,0.14581403922062275,US,0.0,US,M
1.0,SE,FT,Data Engineer,0.007040863328288478,USD,0.48299270794932436,US,1.0,US,M
1.0,SE,FT,Data Engineer,0.005066789497927222,USD,0.3481212404578437,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.005560307955517536,USD,0.3818391073307139,US,1.0,US,M
1.0,SE,FT,Data Scientist,0.004573271040336909,USD,0.31440337358497356,US,1.0,US,M
1.0,SE,FT,Data Analyst,0.006382838718168059,USD,0.43803555211883083,US,0.0,US,M
1.0,SE,FT,Data Analyst,0.004688425347107982,USD,0.32227087585530995,US,0.0,US,M
1.0,SE,FT,Data Scientist,0.001283147989734816,EUR,0.09701079870883049,ES,0.0,ES,M
1.0,SE,FT,Data Scientist,0.0009870369151806276,EUR,0.07530098815828516,ES,0.0,ES,M
1.0,SE,FT,Data Engineer,0.007715338553661907,USD,0.5290737926755802,US,0.0,US,L
1.0,SE,FT,Data Engineer,0.0038724748305586625,USD,0.26652400262549797,US,0.0,US,L
1.0,SE,FT,Analytics Engineer,0.004833190761334473,USD,0.3321614501380185,US,1.0,US,M
1.0,SE,FT,Analytics Engineer,0.0036553267092189244,USD,0.25168814120143507,US,1.0,US,M
1.0,SE,FT,Analytics Engineer,0.005494505494505494,USD,0.3773433917476645,US,1.0,US,M
1.0,SE,FT,Analytics Engineer,0.003520431664144239,USD,0.24247192425618389,US,1.0,US,M
1.0,SE,FT,Applied Scientist,0.008356912548529315,USD,0.5729070196103114,US,0.0,US,L
1.0,SE,FT,Applied Scientist,0.00427715996578272,USD,0.2941726534612515,US,0.0,US,L
1.0,EX,FT,Data Engineer,0.005560307955517536,USD,0.3818391073307139,US,0.0,US,M
1.0,EX,FT,Data Engineer,0.003421727972626176,USD,0.23572835088160984,US,0.0,US,M
1.0,SE,FT,Applied Scientist,0.008356912548529315,USD,0.5729070196103114,US,0.0,US,L
1.0,SE,FT,Applied Scientist,0.00427715996578272,USD,0.2941726534612515,US,0.0,US,L
1.0,SE,FT,Research Scientist,0.004079752582746595,USD,0.2806855067121034,US,1.0,US,M
1.0,SE,FT,Research Scientist,0.003421727972626176,USD,0.23572835088160984,US,1.0,US,M
1.0,SE,FT,Applied Scientist,0.006547344870698164,USD,0.4492748410764542,US,1.0,US,M
